mixture_ID,speaker_1_ID,speaker_2_ID
BAC009S0739W0492_BAC009S0738W0492,S0739,S0738
BAC009S0756W0365_BAC009S0750W0126,S0756,S0750
BAC009S0760W0126_BAC009S0757W0181,S0760,S0757
BAC009S0732W0177_BAC009S0761W0221,S0732,S0761
BAC009S0727W0147_BAC009S0744W0343,S0727,S0744
BAC009S0752W0133_BAC009S0737W0129,S0752,S0737
BAC009S0762W0209_BAC009S0742W0144,S0762,S0742
BAC009S0737W0292_BAC009S0762W0330,S0737,S0762
BAC009S0738W0201_BAC009S0754W0335,S0738,S0754
BAC009S0741W0369_BAC009S0733W0347,S0741,S0733
BAC009S0739W0378_BAC009S0746W0153,S0739,S0746
BAC009S0742W0214_BAC009S0744W0359,S0742,S0744
BAC009S0736W0140_BAC009S0755W0320,S0736,S0755
BAC009S0748W0317_BAC009S0756W0142,S0748,S0756
BAC009S0736W0307_BAC009S0755W0150,S0736,S0755
BAC009S0731W0494_BAC009S0751W0465,S0731,S0751
BAC009S0756W0316_BAC009S0743W0170,S0756,S0743
BAC009S0726W0337_BAC009S0740W0183,S0726,S0740
BAC009S0756W0203_BAC009S0746W0391,S0756,S0746
BAC009S0725W0473_BAC009S0736W0446,S0725,S0736
BAC009S0763W0382_BAC009S0735W0368,S0763,S0735
BAC009S0744W0418_BAC009S0729W0176,S0744,S0729
BAC009S0735W0476_BAC009S0732W0221,S0735,S0732
BAC009S0755W0478_BAC009S0736W0444,S0755,S0736
BAC009S0753W0288_BAC009S0728W0177,S0753,S0728
BAC009S0760W0191_BAC009S0738W0478,S0760,S0738
BAC009S0750W0303_BAC009S0755W0134,S0750,S0755
BAC009S0732W0304_BAC009S0742W0266,S0732,S0742
BAC009S0763W0450_BAC009S0754W0461,S0763,S0754
BAC009S0726W0128_BAC009S0748W0455,S0726,S0748
BAC009S0761W0442_BAC009S0738W0173,S0761,S0738
BAC009S0753W0159_BAC009S0728W0298,S0753,S0728
BAC009S0754W0426_BAC009S0733W0263,S0754,S0733
BAC009S0760W0159_BAC009S0741W0297,S0760,S0741
BAC009S0758W0476_BAC009S0728W0474,S0758,S0728
BAC009S0746W0443_BAC009S0755W0188,S0746,S0755
BAC009S0761W0343_BAC009S0729W0169,S0761,S0729
BAC009S0729W0298_BAC009S0752W0167,S0729,S0752
BAC009S0758W0180_BAC009S0749W0296,S0758,S0749
BAC009S0759W0319_BAC009S0731W0258,S0759,S0731
BAC009S0750W0358_BAC009S0762W0433,S0750,S0762
BAC009S0758W0428_BAC009S0740W0260,S0758,S0740
BAC009S0730W0361_BAC009S0742W0330,S0730,S0742
BAC009S0727W0462_BAC009S0729W0383,S0727,S0729
BAC009S0724W0357_BAC009S0763W0230,S0724,S0763
BAC009S0763W0442_BAC009S0738W0355,S0763,S0738
BAC009S0745W0164_BAC009S0744W0238,S0745,S0744
BAC009S0760W0196_BAC009S0748W0127,S0760,S0748
BAC009S0756W0134_BAC009S0725W0245,S0756,S0725
BAC009S0749W0407_BAC009S0727W0346,S0749,S0727
BAC009S0731W0489_BAC009S0744W0213,S0731,S0744
BAC009S0756W0331_BAC009S0753W0222,S0756,S0753
BAC009S0726W0400_BAC009S0745W0379,S0726,S0745
BAC009S0750W0255_BAC009S0737W0152,S0750,S0737
BAC009S0760W0343_BAC009S0753W0489,S0760,S0753
BAC009S0760W0172_BAC009S0748W0339,S0760,S0748
BAC009S0724W0324_BAC009S0758W0483,S0724,S0758
BAC009S0741W0353_BAC009S0760W0168,S0741,S0760
BAC009S0743W0292_BAC009S0763W0151,S0743,S0763
BAC009S0759W0178_BAC009S0749W0469,S0759,S0749
BAC009S0744W0283_BAC009S0728W0238,S0744,S0728
BAC009S0730W0278_BAC009S0761W0478,S0730,S0761
BAC009S0739W0179_BAC009S0740W0236,S0739,S0740
BAC009S0762W0233_BAC009S0755W0300,S0762,S0755
BAC009S0760W0381_BAC009S0762W0442,S0760,S0762
BAC009S0751W0190_BAC009S0744W0380,S0751,S0744
BAC009S0736W0164_BAC009S0741W0469,S0736,S0741
BAC009S0726W0351_BAC009S0749W0438,S0726,S0749
BAC009S0758W0239_BAC009S0756W0487,S0758,S0756
BAC009S0732W0338_BAC009S0743W0163,S0732,S0743
BAC009S0742W0493_BAC009S0745W0345,S0742,S0745
BAC009S0752W0492_BAC009S0731W0421,S0752,S0731
BAC009S0759W0206_BAC009S0762W0387,S0759,S0762
BAC009S0752W0225_BAC009S0753W0190,S0752,S0753
BAC009S0726W0242_BAC009S0754W0483,S0726,S0754
BAC009S0760W0336_BAC009S0762W0407,S0760,S0762
BAC009S0726W0395_BAC009S0735W0188,S0726,S0735
BAC009S0730W0486_BAC009S0746W0212,S0730,S0746
BAC009S0748W0246_BAC009S0749W0436,S0748,S0749
BAC009S0734W0332_BAC009S0729W0287,S0734,S0729
BAC009S0737W0182_BAC009S0727W0316,S0737,S0727
BAC009S0747W0179_BAC009S0731W0126,S0747,S0731
BAC009S0761W0448_BAC009S0763W0396,S0761,S0763
BAC009S0734W0434_BAC009S0742W0336,S0734,S0742
BAC009S0738W0149_BAC009S0756W0385,S0738,S0756
BAC009S0735W0223_BAC009S0727W0417,S0735,S0727
BAC009S0747W0167_BAC009S0761W0353,S0747,S0761
BAC009S0759W0250_BAC009S0744W0231,S0759,S0744
BAC009S0737W0163_BAC009S0741W0368,S0737,S0741
BAC009S0739W0346_BAC009S0737W0228,S0739,S0737
BAC009S0759W0207_BAC009S0746W0386,S0759,S0746
BAC009S0737W0338_BAC009S0726W0283,S0737,S0726
BAC009S0733W0189_BAC009S0749W0378,S0733,S0749
BAC009S0729W0140_BAC009S0744W0179,S0729,S0744
BAC009S0743W0174_BAC009S0724W0275,S0743,S0724
BAC009S0742W0315_BAC009S0744W0334,S0742,S0744
BAC009S0760W0271_BAC009S0738W0433,S0760,S0738
BAC009S0739W0493_BAC009S0753W0475,S0739,S0753
BAC009S0734W0270_BAC009S0746W0344,S0734,S0746
BAC009S0752W0226_BAC009S0762W0149,S0752,S0762
BAC009S0746W0308_BAC009S0729W0149,S0746,S0729
BAC009S0733W0437_BAC009S0759W0414,S0733,S0759
BAC009S0737W0489_BAC009S0732W0220,S0737,S0732
BAC009S0741W0259_BAC009S0728W0193,S0741,S0728
BAC009S0736W0460_BAC009S0728W0261,S0736,S0728
BAC009S0731W0305_BAC009S0751W0181,S0731,S0751
BAC009S0754W0214_BAC009S0749W0168,S0754,S0749
BAC009S0724W0178_BAC009S0762W0491,S0724,S0762
BAC009S0729W0473_BAC009S0754W0257,S0729,S0754
BAC009S0746W0137_BAC009S0734W0193,S0746,S0734
BAC009S0731W0267_BAC009S0733W0484,S0731,S0733
BAC009S0733W0157_BAC009S0758W0391,S0733,S0758
BAC009S0743W0453_BAC009S0725W0290,S0743,S0725
BAC009S0741W0127_BAC009S0753W0323,S0741,S0753
BAC009S0738W0126_BAC009S0729W0341,S0738,S0729
BAC009S0746W0251_BAC009S0745W0399,S0746,S0745
BAC009S0746W0396_BAC009S0743W0173,S0746,S0743
BAC009S0763W0183_BAC009S0735W0220,S0763,S0735
BAC009S0744W0165_BAC009S0730W0226,S0744,S0730
BAC009S0747W0392_BAC009S0726W0220,S0747,S0726
BAC009S0749W0489_BAC009S0735W0276,S0749,S0735
BAC009S0751W0410_BAC009S0759W0291,S0751,S0759
BAC009S0725W0295_BAC009S0756W0186,S0725,S0756
BAC009S0739W0224_BAC009S0762W0241,S0739,S0762
BAC009S0754W0269_BAC009S0760W0380,S0754,S0760
BAC009S0734W0477_BAC009S0759W0450,S0734,S0759
BAC009S0761W0258_BAC009S0747W0310,S0761,S0747
BAC009S0748W0275_BAC009S0735W0148,S0748,S0735
BAC009S0760W0351_BAC009S0750W0164,S0760,S0750
BAC009S0758W0414_BAC009S0754W0346,S0758,S0754
BAC009S0728W0311_BAC009S0726W0433,S0728,S0726
BAC009S0735W0133_BAC009S0746W0368,S0735,S0746
BAC009S0724W0188_BAC009S0740W0195,S0724,S0740
BAC009S0725W0130_BAC009S0740W0359,S0725,S0740
BAC009S0742W0489_BAC009S0743W0167,S0742,S0743
BAC009S0760W0256_BAC009S0735W0228,S0760,S0735
BAC009S0755W0243_BAC009S0744W0182,S0755,S0744
BAC009S0739W0410_BAC009S0748W0341,S0739,S0748
BAC009S0763W0169_BAC009S0754W0308,S0763,S0754
BAC009S0755W0344_BAC009S0737W0326,S0755,S0737
BAC009S0753W0319_BAC009S0748W0255,S0753,S0748
BAC009S0749W0244_BAC009S0762W0351,S0749,S0762
BAC009S0742W0250_BAC009S0759W0194,S0742,S0759
BAC009S0731W0492_BAC009S0750W0493,S0731,S0750
BAC009S0742W0134_BAC009S0756W0279,S0742,S0756
BAC009S0759W0491_BAC009S0753W0459,S0759,S0753
BAC009S0763W0181_BAC009S0739W0316,S0763,S0739
BAC009S0752W0126_BAC009S0727W0458,S0752,S0727
BAC009S0758W0215_BAC009S0747W0432,S0758,S0747
BAC009S0758W0342_BAC009S0755W0265,S0758,S0755
BAC009S0746W0175_BAC009S0757W0317,S0746,S0757
BAC009S0758W0323_BAC009S0728W0460,S0758,S0728
BAC009S0755W0421_BAC009S0739W0324,S0755,S0739
BAC009S0733W0226_BAC009S0751W0126,S0733,S0751
BAC009S0728W0452_BAC009S0750W0279,S0728,S0750
BAC009S0725W0283_BAC009S0745W0204,S0725,S0745
BAC009S0749W0262_BAC009S0726W0229,S0749,S0726
BAC009S0753W0146_BAC009S0755W0221,S0753,S0755
BAC009S0746W0431_BAC009S0763W0135,S0746,S0763
BAC009S0752W0282_BAC009S0735W0488,S0752,S0735
BAC009S0757W0431_BAC009S0736W0392,S0757,S0736
BAC009S0735W0327_BAC009S0746W0358,S0735,S0746
BAC009S0762W0226_BAC009S0734W0150,S0762,S0734
BAC009S0762W0388_BAC009S0758W0228,S0762,S0758
BAC009S0739W0138_BAC009S0745W0491,S0739,S0745
BAC009S0751W0323_BAC009S0752W0390,S0751,S0752
BAC009S0751W0191_BAC009S0746W0271,S0751,S0746
BAC009S0735W0305_BAC009S0757W0363,S0735,S0757
BAC009S0756W0208_BAC009S0733W0145,S0756,S0733
BAC009S0742W0209_BAC009S0744W0171,S0742,S0744
BAC009S0745W0122_BAC009S0762W0488,S0745,S0762
BAC009S0739W0258_BAC009S0752W0426,S0739,S0752
BAC009S0749W0232_BAC009S0759W0174,S0749,S0759
BAC009S0731W0347_BAC009S0729W0322,S0731,S0729
BAC009S0756W0447_BAC009S0763W0405,S0756,S0763
BAC009S0725W0478_BAC009S0726W0325,S0725,S0726
BAC009S0754W0356_BAC009S0734W0364,S0754,S0734
BAC009S0762W0370_BAC009S0757W0488,S0762,S0757
BAC009S0734W0368_BAC009S0749W0163,S0734,S0749
BAC009S0736W0338_BAC009S0750W0162,S0736,S0750
BAC009S0736W0377_BAC009S0762W0244,S0736,S0762
BAC009S0734W0206_BAC009S0754W0288,S0734,S0754
BAC009S0730W0451_BAC009S0733W0409,S0730,S0733
BAC009S0761W0426_BAC009S0730W0309,S0761,S0730
BAC009S0757W0261_BAC009S0728W0187,S0757,S0728
BAC009S0738W0455_BAC009S0751W0317,S0738,S0751
BAC009S0732W0349_BAC009S0742W0169,S0732,S0742
BAC009S0743W0189_BAC009S0737W0236,S0743,S0737
BAC009S0731W0184_BAC009S0753W0166,S0731,S0753
BAC009S0735W0346_BAC009S0728W0157,S0735,S0728
BAC009S0759W0302_BAC009S0731W0373,S0759,S0731
BAC009S0736W0406_BAC009S0738W0135,S0736,S0738
BAC009S0741W0125_BAC009S0732W0171,S0741,S0732
BAC009S0739W0293_BAC009S0745W0210,S0739,S0745
BAC009S0725W0438_BAC009S0731W0307,S0725,S0731
BAC009S0725W0490_BAC009S0760W0174,S0725,S0760
BAC009S0738W0444_BAC009S0739W0198,S0738,S0739
BAC009S0734W0142_BAC009S0761W0131,S0734,S0761
BAC009S0753W0220_BAC009S0724W0437,S0753,S0724
BAC009S0763W0177_BAC009S0724W0152,S0763,S0724
BAC009S0726W0308_BAC009S0738W0276,S0726,S0738
BAC009S0752W0363_BAC009S0730W0305,S0752,S0730
BAC009S0724W0159_BAC009S0756W0188,S0724,S0756
BAC009S0750W0225_BAC009S0746W0377,S0750,S0746
BAC009S0739W0447_BAC009S0760W0207,S0739,S0760
BAC009S0749W0251_BAC009S0754W0442,S0749,S0754
BAC009S0734W0460_BAC009S0758W0226,S0734,S0758
BAC009S0760W0293_BAC009S0741W0183,S0760,S0741
BAC009S0757W0227_BAC009S0755W0121,S0757,S0755
BAC009S0760W0406_BAC009S0763W0390,S0760,S0763
BAC009S0761W0249_BAC009S0753W0418,S0761,S0753
BAC009S0745W0309_BAC009S0754W0140,S0745,S0754
BAC009S0740W0363_BAC009S0732W0133,S0740,S0732
BAC009S0737W0248_BAC009S0755W0417,S0737,S0755
BAC009S0730W0209_BAC009S0746W0148,S0730,S0746
BAC009S0761W0166_BAC009S0728W0217,S0761,S0728
BAC009S0760W0478_BAC009S0748W0396,S0760,S0748
BAC009S0729W0364_BAC009S0752W0204,S0729,S0752
BAC009S0751W0217_BAC009S0755W0160,S0751,S0755
BAC009S0735W0212_BAC009S0755W0260,S0735,S0755
BAC009S0724W0139_BAC009S0739W0343,S0724,S0739
BAC009S0739W0437_BAC009S0749W0337,S0739,S0749
BAC009S0762W0460_BAC009S0728W0158,S0762,S0728
BAC009S0760W0195_BAC009S0743W0308,S0760,S0743
BAC009S0753W0387_BAC009S0755W0403,S0753,S0755
BAC009S0731W0148_BAC009S0751W0494,S0731,S0751
BAC009S0746W0216_BAC009S0760W0482,S0746,S0760
BAC009S0743W0171_BAC009S0749W0402,S0743,S0749
BAC009S0761W0417_BAC009S0731W0426,S0761,S0731
BAC009S0740W0453_BAC009S0757W0204,S0740,S0757
BAC009S0728W0435_BAC009S0758W0220,S0728,S0758
BAC009S0746W0231_BAC009S0756W0199,S0746,S0756
BAC009S0725W0307_BAC009S0738W0123,S0725,S0738
BAC009S0749W0132_BAC009S0752W0456,S0749,S0752
BAC009S0747W0371_BAC009S0734W0447,S0747,S0734
BAC009S0740W0276_BAC009S0745W0171,S0740,S0745
BAC009S0761W0266_BAC009S0731W0341,S0761,S0731
BAC009S0742W0136_BAC009S0748W0122,S0742,S0748
BAC009S0763W0296_BAC009S0746W0343,S0763,S0746
BAC009S0737W0134_BAC009S0746W0236,S0737,S0746
BAC009S0750W0291_BAC009S0763W0209,S0750,S0763
BAC009S0740W0222_BAC009S0724W0154,S0740,S0724
BAC009S0726W0270_BAC009S0735W0324,S0726,S0735
BAC009S0745W0383_BAC009S0744W0373,S0745,S0744
BAC009S0761W0466_BAC009S0754W0353,S0761,S0754
BAC009S0757W0212_BAC009S0749W0467,S0757,S0749
BAC009S0749W0448_BAC009S0736W0306,S0749,S0736
BAC009S0728W0273_BAC009S0743W0192,S0728,S0743
BAC009S0757W0272_BAC009S0749W0373,S0757,S0749
BAC009S0742W0217_BAC009S0743W0158,S0742,S0743
BAC009S0756W0185_BAC009S0763W0277,S0756,S0763
BAC009S0748W0372_BAC009S0740W0229,S0748,S0740
BAC009S0727W0304_BAC009S0730W0446,S0727,S0730
BAC009S0750W0277_BAC009S0742W0465,S0750,S0742
BAC009S0725W0276_BAC009S0742W0131,S0725,S0742
BAC009S0738W0159_BAC009S0734W0241,S0738,S0734
BAC009S0757W0494_BAC009S0725W0166,S0757,S0725
BAC009S0756W0284_BAC009S0740W0245,S0756,S0740
BAC009S0736W0250_BAC009S0755W0239,S0736,S0755
BAC009S0739W0358_BAC009S0742W0215,S0739,S0742
BAC009S0735W0340_BAC009S0739W0442,S0735,S0739
BAC009S0740W0300_BAC009S0761W0467,S0740,S0761
BAC009S0742W0179_BAC009S0750W0344,S0742,S0750
BAC009S0757W0222_BAC009S0736W0294,S0757,S0736
BAC009S0757W0151_BAC009S0749W0431,S0757,S0749
BAC009S0748W0369_BAC009S0726W0236,S0748,S0726
BAC009S0754W0145_BAC009S0753W0139,S0754,S0753
BAC009S0734W0349_BAC009S0750W0408,S0734,S0750
BAC009S0758W0469_BAC009S0741W0208,S0758,S0741
BAC009S0725W0424_BAC009S0755W0376,S0725,S0755
BAC009S0760W0237_BAC009S0737W0238,S0760,S0737
BAC009S0756W0374_BAC009S0740W0244,S0756,S0740
BAC009S0762W0375_BAC009S0724W0218,S0762,S0724
BAC009S0731W0214_BAC009S0754W0134,S0731,S0754
BAC009S0725W0149_BAC009S0762W0217,S0725,S0762
BAC009S0746W0157_BAC009S0728W0390,S0746,S0728
BAC009S0760W0442_BAC009S0758W0156,S0760,S0758
BAC009S0754W0480_BAC009S0743W0301,S0754,S0743
BAC009S0733W0370_BAC009S0726W0390,S0733,S0726
BAC009S0762W0196_BAC009S0753W0354,S0762,S0753
BAC009S0737W0166_BAC009S0763W0275,S0737,S0763
BAC009S0731W0464_BAC009S0756W0222,S0731,S0756
BAC009S0747W0222_BAC009S0750W0495,S0747,S0750
BAC009S0744W0314_BAC009S0735W0194,S0744,S0735
BAC009S0726W0471_BAC009S0740W0277,S0726,S0740
BAC009S0746W0146_BAC009S0762W0487,S0746,S0762
BAC009S0733W0413_BAC009S0740W0194,S0733,S0740
BAC009S0746W0269_BAC009S0735W0306,S0746,S0735
BAC009S0729W0222_BAC009S0733W0431,S0729,S0733
BAC009S0754W0428_BAC009S0758W0124,S0754,S0758
BAC009S0762W0274_BAC009S0745W0376,S0762,S0745
BAC009S0751W0185_BAC009S0745W0233,S0751,S0745
BAC009S0747W0165_BAC009S0733W0248,S0747,S0733
BAC009S0725W0249_BAC009S0727W0224,S0725,S0727
BAC009S0741W0360_BAC009S0742W0472,S0741,S0742
BAC009S0732W0337_BAC009S0742W0295,S0732,S0742
BAC009S0742W0240_BAC009S0732W0248,S0742,S0732
BAC009S0729W0173_BAC009S0758W0451,S0729,S0758
BAC009S0756W0336_BAC009S0746W0170,S0756,S0746
BAC009S0740W0253_BAC009S0758W0194,S0740,S0758
BAC009S0740W0207_BAC009S0761W0437,S0740,S0761
BAC009S0731W0166_BAC009S0747W0378,S0731,S0747
BAC009S0727W0153_BAC009S0757W0348,S0727,S0757
BAC009S0744W0140_BAC009S0731W0429,S0744,S0731
BAC009S0726W0157_BAC009S0746W0482,S0726,S0746
BAC009S0734W0356_BAC009S0727W0309,S0734,S0727
BAC009S0725W0165_BAC009S0752W0194,S0725,S0752
BAC009S0725W0124_BAC009S0746W0340,S0725,S0746
BAC009S0758W0430_BAC009S0745W0292,S0758,S0745
BAC009S0750W0307_BAC009S0727W0452,S0750,S0727
BAC009S0761W0412_BAC009S0740W0466,S0761,S0740
BAC009S0736W0312_BAC009S0744W0195,S0736,S0744
BAC009S0756W0287_BAC009S0759W0149,S0756,S0759
BAC009S0761W0240_BAC009S0734W0287,S0761,S0734
BAC009S0733W0286_BAC009S0740W0364,S0733,S0740
BAC009S0760W0440_BAC009S0726W0174,S0760,S0726
BAC009S0757W0129_BAC009S0736W0405,S0757,S0736
BAC009S0734W0446_BAC009S0763W0291,S0734,S0763
BAC009S0761W0185_BAC009S0725W0273,S0761,S0725
BAC009S0763W0285_BAC009S0724W0464,S0763,S0724
BAC009S0738W0370_BAC009S0741W0310,S0738,S0741
BAC009S0739W0219_BAC009S0751W0149,S0739,S0751
BAC009S0753W0332_BAC009S0740W0370,S0753,S0740
BAC009S0757W0364_BAC009S0756W0335,S0757,S0756
BAC009S0724W0147_BAC009S0752W0321,S0724,S0752
BAC009S0759W0226_BAC009S0727W0260,S0759,S0727
BAC009S0757W0411_BAC009S0751W0387,S0757,S0751
BAC009S0737W0336_BAC009S0759W0400,S0737,S0759
BAC009S0762W0199_BAC009S0763W0343,S0762,S0763
BAC009S0740W0319_BAC009S0761W0357,S0740,S0761
BAC009S0741W0421_BAC009S0734W0389,S0741,S0734
BAC009S0733W0352_BAC009S0759W0372,S0733,S0759
BAC009S0758W0364_BAC009S0751W0145,S0758,S0751
BAC009S0735W0446_BAC009S0761W0251,S0735,S0761
BAC009S0752W0203_BAC009S0743W0397,S0752,S0743
BAC009S0751W0394_BAC009S0762W0418,S0751,S0762
BAC009S0748W0335_BAC009S0742W0225,S0748,S0742
BAC009S0760W0143_BAC009S0734W0227,S0760,S0734
BAC009S0734W0357_BAC009S0739W0377,S0734,S0739
BAC009S0754W0351_BAC009S0739W0267,S0754,S0739
BAC009S0750W0282_BAC009S0734W0145,S0750,S0734
BAC009S0750W0177_BAC009S0756W0314,S0750,S0756
BAC009S0729W0334_BAC009S0750W0144,S0729,S0750
BAC009S0751W0318_BAC009S0758W0313,S0751,S0758
BAC009S0724W0420_BAC009S0751W0452,S0724,S0751
BAC009S0749W0271_BAC009S0742W0412,S0749,S0742
BAC009S0737W0302_BAC009S0747W0470,S0737,S0747
BAC009S0739W0427_BAC009S0735W0409,S0739,S0735
BAC009S0748W0125_BAC009S0761W0196,S0748,S0761
BAC009S0725W0411_BAC009S0724W0418,S0725,S0724
BAC009S0737W0441_BAC009S0759W0388,S0737,S0759
BAC009S0761W0456_BAC009S0730W0222,S0761,S0730
BAC009S0762W0405_BAC009S0747W0148,S0762,S0747
BAC009S0739W0351_BAC009S0725W0189,S0739,S0725
BAC009S0731W0176_BAC009S0728W0248,S0731,S0728
BAC009S0759W0467_BAC009S0757W0490,S0759,S0757
BAC009S0750W0137_BAC009S0754W0125,S0750,S0754
BAC009S0746W0432_BAC009S0740W0239,S0746,S0740
BAC009S0735W0452_BAC009S0726W0475,S0735,S0726
BAC009S0751W0224_BAC009S0761W0202,S0751,S0761
BAC009S0744W0331_BAC009S0761W0191,S0744,S0761
BAC009S0756W0483_BAC009S0741W0182,S0756,S0741
BAC009S0736W0393_BAC009S0734W0361,S0736,S0734
BAC009S0741W0478_BAC009S0745W0225,S0741,S0745
BAC009S0736W0165_BAC009S0760W0422,S0736,S0760
BAC009S0729W0272_BAC009S0733W0465,S0729,S0733
BAC009S0745W0482_BAC009S0750W0425,S0745,S0750
BAC009S0744W0162_BAC009S0735W0348,S0744,S0735
BAC009S0760W0456_BAC009S0757W0377,S0760,S0757
BAC009S0758W0442_BAC009S0736W0265,S0758,S0736
BAC009S0762W0262_BAC009S0758W0167,S0762,S0758
BAC009S0751W0383_BAC009S0760W0265,S0751,S0760
BAC009S0744W0330_BAC009S0741W0328,S0744,S0741
BAC009S0748W0178_BAC009S0762W0169,S0748,S0762
BAC009S0728W0292_BAC009S0756W0492,S0728,S0756
BAC009S0758W0492_BAC009S0763W0315,S0758,S0763
BAC009S0755W0170_BAC009S0727W0463,S0755,S0727
BAC009S0747W0307_BAC009S0759W0222,S0747,S0759
BAC009S0733W0339_BAC009S0737W0132,S0733,S0737
BAC009S0758W0439_BAC009S0737W0450,S0758,S0737
BAC009S0742W0286_BAC009S0727W0374,S0742,S0727
BAC009S0763W0274_BAC009S0731W0295,S0763,S0731
BAC009S0729W0354_BAC009S0743W0237,S0729,S0743
BAC009S0742W0487_BAC009S0761W0197,S0742,S0761
BAC009S0759W0298_BAC009S0762W0170,S0759,S0762
BAC009S0741W0295_BAC009S0739W0228,S0741,S0739
BAC009S0760W0324_BAC009S0762W0475,S0760,S0762
BAC009S0725W0489_BAC009S0763W0314,S0725,S0763
BAC009S0751W0263_BAC009S0750W0135,S0751,S0750
BAC009S0743W0381_BAC009S0732W0436,S0743,S0732
BAC009S0740W0166_BAC009S0757W0308,S0740,S0757
BAC009S0760W0225_BAC009S0733W0205,S0760,S0733
BAC009S0762W0353_BAC009S0738W0174,S0762,S0738
BAC009S0746W0192_BAC009S0756W0251,S0746,S0756
BAC009S0761W0344_BAC009S0733W0487,S0761,S0733
BAC009S0731W0434_BAC009S0724W0320,S0731,S0724
BAC009S0727W0438_BAC009S0732W0318,S0727,S0732
BAC009S0726W0465_BAC009S0734W0197,S0726,S0734
BAC009S0738W0316_BAC009S0745W0301,S0738,S0745
BAC009S0738W0454_BAC009S0726W0233,S0738,S0726
BAC009S0735W0298_BAC009S0736W0211,S0735,S0736
BAC009S0724W0395_BAC009S0729W0289,S0724,S0729
BAC009S0729W0202_BAC009S0745W0189,S0729,S0745
BAC009S0756W0494_BAC009S0762W0339,S0756,S0762
BAC009S0737W0322_BAC009S0758W0173,S0737,S0758
BAC009S0761W0431_BAC009S0745W0312,S0761,S0745
BAC009S0749W0380_BAC009S0743W0261,S0749,S0743
BAC009S0759W0166_BAC009S0738W0475,S0759,S0738
BAC009S0745W0276_BAC009S0735W0196,S0745,S0735
BAC009S0747W0249_BAC009S0731W0225,S0747,S0731
BAC009S0755W0218_BAC009S0738W0431,S0755,S0738
BAC009S0746W0454_BAC009S0756W0242,S0746,S0756
BAC009S0734W0284_BAC009S0729W0155,S0734,S0729
BAC009S0725W0309_BAC009S0740W0211,S0725,S0740
BAC009S0750W0262_BAC009S0758W0143,S0750,S0758
BAC009S0737W0487_BAC009S0725W0221,S0737,S0725
BAC009S0745W0165_BAC009S0733W0225,S0745,S0733
BAC009S0762W0444_BAC009S0751W0432,S0762,S0751
BAC009S0731W0220_BAC009S0727W0435,S0731,S0727
BAC009S0745W0437_BAC009S0743W0169,S0745,S0743
BAC009S0744W0152_BAC009S0762W0466,S0744,S0762
BAC009S0734W0238_BAC009S0725W0483,S0734,S0725
BAC009S0757W0404_BAC009S0730W0285,S0757,S0730
BAC009S0747W0418_BAC009S0761W0276,S0747,S0761
BAC009S0726W0365_BAC009S0746W0450,S0726,S0746
BAC009S0756W0429_BAC009S0724W0373,S0756,S0724
BAC009S0757W0131_BAC009S0743W0121,S0757,S0743
BAC009S0747W0254_BAC009S0761W0214,S0747,S0761
BAC009S0745W0196_BAC009S0742W0304,S0745,S0742
BAC009S0744W0323_BAC009S0725W0399,S0744,S0725
BAC009S0732W0200_BAC009S0759W0398,S0732,S0759
BAC009S0742W0177_BAC009S0744W0272,S0742,S0744
BAC009S0731W0333_BAC009S0734W0495,S0731,S0734
BAC009S0725W0193_BAC009S0749W0293,S0725,S0749
BAC009S0748W0314_BAC009S0741W0432,S0748,S0741
BAC009S0726W0327_BAC009S0736W0353,S0726,S0736
BAC009S0751W0419_BAC009S0737W0495,S0751,S0737
BAC009S0724W0490_BAC009S0759W0408,S0724,S0759
BAC009S0737W0368_BAC009S0749W0359,S0737,S0749
BAC009S0760W0389_BAC009S0731W0190,S0760,S0731
BAC009S0738W0160_BAC009S0758W0397,S0738,S0758
BAC009S0744W0161_BAC009S0762W0189,S0744,S0762
BAC009S0742W0204_BAC009S0750W0312,S0742,S0750
BAC009S0728W0192_BAC009S0751W0273,S0728,S0751
BAC009S0736W0198_BAC009S0724W0477,S0736,S0724
BAC009S0737W0219_BAC009S0753W0404,S0737,S0753
BAC009S0728W0168_BAC009S0746W0165,S0728,S0746
BAC009S0733W0389_BAC009S0742W0372,S0733,S0742
BAC009S0733W0337_BAC009S0757W0480,S0733,S0757
BAC009S0760W0269_BAC009S0729W0238,S0760,S0729
BAC009S0745W0428_BAC009S0732W0309,S0745,S0732
BAC009S0750W0133_BAC009S0761W0158,S0750,S0761
BAC009S0754W0179_BAC009S0758W0378,S0754,S0758
BAC009S0762W0186_BAC009S0728W0327,S0762,S0728
BAC009S0756W0452_BAC009S0741W0205,S0756,S0741
BAC009S0743W0220_BAC009S0761W0160,S0743,S0761
BAC009S0742W0481_BAC009S0737W0188,S0742,S0737
BAC009S0738W0462_BAC009S0732W0402,S0738,S0732
BAC009S0762W0458_BAC009S0752W0199,S0762,S0752
BAC009S0747W0423_BAC009S0748W0234,S0747,S0748
BAC009S0738W0157_BAC009S0753W0296,S0738,S0753
BAC009S0736W0469_BAC009S0741W0257,S0736,S0741
BAC009S0729W0158_BAC009S0760W0334,S0729,S0760
BAC009S0733W0261_BAC009S0738W0141,S0733,S0738
BAC009S0729W0342_BAC009S0758W0367,S0729,S0758
